,loss,accuracy,val_loss,val_accuracy
0,0.8920129537582397,0.6440500020980835,0.45692625641822815,0.8269000053405762
1,0.4908086657524109,0.8501333594322205,0.49246132373809814,0.8716999888420105
2,0.6256464123725891,0.8142499923706055,0.5827685594558716,0.8223000168800354
3,0.45796963572502136,0.8666166663169861,0.5197635293006897,0.8640999794006348
4,0.48340103030204773,0.8639666438102722,0.4189189374446869,0.8971999883651733
5,0.9113513231277466,0.6955666542053223,0.6820154786109924,0.7648000121116638
6,0.757590115070343,0.7500166893005371,0.6563381552696228,0.8116999864578247
7,0.8759087920188904,0.6924333572387695,0.8539503812789917,0.7368000149726868
8,0.7182207107543945,0.8019000291824341,0.6427052021026611,0.8185999989509583
9,0.692415714263916,0.8233000040054321,0.643172562122345,0.8454999923706055
10,0.8070414066314697,0.7835666537284851,0.8017992377281189,0.7311000227928162
11,0.7698546051979065,0.8128666877746582,0.7447350025177002,0.8507999777793884
12,0.7328369617462158,0.8169999718666077,0.721261739730835,0.8496000170707703
13,0.7320811152458191,0.7939500212669373,0.6326786279678345,0.8543999791145325
14,0.6786526441574097,0.8414333462715149,0.6056056618690491,0.8553000092506409
15,0.6829725503921509,0.8254666924476624,0.5693114399909973,0.8460000157356262
16,0.5731188654899597,0.8565499782562256,0.522878885269165,0.9056000113487244
17,0.7918757200241089,0.7637666463851929,0.9159404039382935,0.7020000219345093
18,0.7421690821647644,0.7718499898910522,0.6707205772399902,0.8528000116348267
19,0.6375718116760254,0.8489166498184204,0.7161391377449036,0.8264999985694885
20,0.5513352751731873,0.8775333166122437,0.4741186499595642,0.9133999943733215
21,0.5002643465995789,0.8974166512489319,0.5695679187774658,0.8658000230789185
22,0.49223047494888306,0.8900833129882812,0.5441992878913879,0.857200026512146
23,0.656353771686554,0.8224166631698608,1.0450363159179688,0.6675999760627747
24,0.9410892724990845,0.6938999891281128,0.874128520488739,0.7591999769210815
25,0.8129519820213318,0.779116690158844,0.7209802865982056,0.871999979019165
26,0.6408809423446655,0.856083333492279,0.6473057866096497,0.8931999802589417
27,0.6249889731407166,0.8619999885559082,0.7892733812332153,0.855400025844574
28,0.5448850989341736,0.8745499849319458,0.5715546607971191,0.8913000226020813
29,0.4336540102958679,0.9125833511352539,0.4785052239894867,0.9307000041007996
30,0.48027127981185913,0.8912500143051147,0.6683659553527832,0.8765000104904175
31,0.5564019083976746,0.8754833340644836,0.590729296207428,0.8914999961853027
32,0.5750557780265808,0.878516674041748,0.588555634021759,0.8927000164985657
33,0.5700470805168152,0.8734666705131531,0.6956762671470642,0.819100022315979
