,loss,accuracy,val_loss,val_accuracy
0,0.9355242252349854,0.6643999814987183,0.4091963768005371,0.8982999920845032
1,0.35668519139289856,0.9066333174705505,0.33568233251571655,0.9146000146865845
2,0.2760949432849884,0.9283999800682068,0.25187942385673523,0.9437999725341797
3,0.430331289768219,0.878083348274231,0.35363709926605225,0.90420001745224
4,0.4793164134025574,0.8638833165168762,0.29419249296188354,0.9286999702453613
5,0.4232295751571655,0.8770166635513306,0.5850674510002136,0.8323000073432922
6,0.49104297161102295,0.864633321762085,0.48520269989967346,0.864799976348877
7,0.35987794399261475,0.9050999879837036,0.39590394496917725,0.9017000198364258
8,0.45064422488212585,0.8686000108718872,0.8381537199020386,0.7170000076293945
9,0.6920526027679443,0.7745500206947327,0.4146040976047516,0.8723000288009644
10,0.3938648998737335,0.8980000019073486,0.3261658549308777,0.9160000085830688
11,0.2885662019252777,0.9259666800498962,0.25945401191711426,0.9375
12,0.3308131694793701,0.9114833474159241,0.26736268401145935,0.9323999881744385
13,0.23453953862190247,0.9413833618164062,0.3099764883518219,0.9147999882698059
14,0.19527383148670197,0.9517833590507507,0.22408606112003326,0.9509999752044678
15,0.22184127569198608,0.9424999952316284,0.18924182653427124,0.9480000138282776
16,0.18141135573387146,0.95455002784729,0.19412250816822052,0.9527999758720398
17,0.17273034155368805,0.9578666687011719,0.20584669709205627,0.9448999762535095
18,0.1593099683523178,0.9597333073616028,0.1551605612039566,0.9592000246047974
19,0.2266651690006256,0.9412999749183655,0.24606123566627502,0.9416000247001648
20,0.20297104120254517,0.9487666487693787,0.22181586921215057,0.9430999755859375
21,0.18778423964977264,0.9489666819572449,0.24586638808250427,0.9257000088691711
22,0.14993704855442047,0.9602500200271606,0.17547845840454102,0.9606999754905701
23,0.13205739855766296,0.9674333333969116,0.1597813218832016,0.9642000198364258
24,0.14994695782661438,0.9628666639328003,0.17809073626995087,0.9549999833106995
25,0.15278469026088715,0.9591166377067566,0.18675881624221802,0.9560999870300293
26,0.20448587834835052,0.9465166926383972,0.19129981100559235,0.9487000107765198
27,0.20007306337356567,0.9474666714668274,0.2960521876811981,0.9341999888420105
28,0.31796059012413025,0.9323333501815796,0.19367942214012146,0.9521999955177307
29,0.2502191364765167,0.9349666833877563,0.31028205156326294,0.9070000052452087
30,0.41331392526626587,0.8739833235740662,0.2776557207107544,0.9405999779701233
31,0.33340248465538025,0.9055333137512207,0.2736535668373108,0.9330999851226807
32,0.3453873097896576,0.8988833427429199,0.317440003156662,0.9161999821662903
33,0.21263447403907776,0.9483333230018616,0.19669590890407562,0.9550999999046326
34,0.16695332527160645,0.961650013923645,0.1932787448167801,0.9585000276565552
35,0.17957212030887604,0.9536166787147522,0.18561092019081116,0.954800009727478
36,0.17695702612400055,0.9550166726112366,0.18904852867126465,0.9592999815940857
37,0.14677473902702332,0.9633166790008545,0.16455233097076416,0.9573000073432922
38,0.15600545704364777,0.9603333473205566,0.1671416312456131,0.9591000080108643
39,0.2534196674823761,0.9305999875068665,0.3480638563632965,0.8925999999046326
40,0.286194771528244,0.9201333522796631,0.3042181730270386,0.9171000123023987
41,0.3637794554233551,0.8894833326339722,0.5453038215637207,0.8238999843597412
42,0.47138628363609314,0.859000027179718,0.5143779516220093,0.8511999845504761
43,0.4273602068424225,0.8773166537284851,0.5052132606506348,0.8497999906539917
44,0.38501274585723877,0.8889333605766296,0.2860896587371826,0.920799970626831
45,0.3336699604988098,0.9100666642189026,0.35209906101226807,0.9122999906539917
46,0.29319319128990173,0.9243999719619751,0.26569515466690063,0.9409999847412109
47,0.2731448709964752,0.9262999892234802,0.4752421975135803,0.8330000042915344
48,0.4220338463783264,0.8759666681289673,0.36673814058303833,0.928600013256073
49,0.43335363268852234,0.9004833102226257,0.39570748805999756,0.8924999833106995
